Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
SKLZ,Skillz,Inc.,10.96,-2.23015165,-0.25,Sell,33521135,4413773671.3465,,-0.4832,277,Technology,Services,,,,,,,,
SKT,"Tanger Factory Outlet Centers, Inc.",17.37,4.76477684,0.79,Buy,2965183,1805737828,84.64912281,0.199,527,Finance,,,,,,,,,,
SKX,"Skechers U.S.A., Inc.",45.185,-3.32691485,-1.555,Sell,5118898,7041747878.01487,20.03529671,2.2806,11700,Consumer,Non-Durables,,,,,,,,,
SKY,Skyline,Champion,Corporation,64.33,1.54696133,0.98,Buy,1718529,3651204828.19649,31.39987198,2.0436,7700,Consumer,Durables,,,,,,,
SKYT,"SkyWater Technology, Inc.",31.07,-0.54417414,-0.17,Buy,1069533,1213586168.43034,,-0.6088,500,Producer,Manufacturing,,,,,,,,,
SKYW,"SkyWest, Inc.",46.25,6.81293303,2.95,Buy,925833,2330065169.44751,27.10879463,1.6904,12502,Transportation,,,,,,,,,,
SLAB,"Silicon Laboratories, Inc.",147.085,2.02899556,2.925,Buy,1079618,6584125974.65133,144.2902775,1.0268,1838,Electronic,Technology,,,,,,,,,
SLAM,Slam,Corp.,9.69,0,0,Sell,45566,696468736.014433,,,,Finance,,,,,,,,,
SLB,Schlumberger,N.V.,29.015,8.34578043,2.235,Buy,34369756,40575532695.2021,40.60547146,0.7319,86000,Industrial,Services,,,,,,,,
SLCA,"U.S. Silica Holdings, Inc.",8.4,1.08303249,0.09,Sell,5004716,627932967.864407,,-0.0585,1613,Non-Energy,Minerals,,,,,,,,,
SLCR,Silver,Crest,Acquisition,Corporation,9.77,-0.50916497,-0.05,Neutral,695179,421331260.010246,,,,Finance,,,,,,,
SLCT,"Select Bancorp, Inc.",15.79,-0.75424261,-0.12,Buy,81393,272053862.144762,15.0243251,1.0503,246,Finance,,,,,,,,,,
SLDB,Solid,Biosciences,Inc.,2.665,-2.73722628,-0.075,Sell,981633,293941489.80038,,-1.1064,70,Health,Technology,,,,,,,
SLG,SL,Green,Realty,Corp,69.05,2.7071248,1.82,Sell,2309240,4800735995,16.85368429,4.0869,794,Finance,,,,,,,
SLGC,"SomaLogic, Inc.",11.7,9.24369748,0.99,Buy,4657397,2119611319.12174,,,3,Finance,,,,,,,,,,
SLGG,"Super League Gaming, Inc.",3.7317,-4.31538462,-0.1683,Sell,1093506,133513733.249836,,-0.9705,51,Technology,Services,,,,,,,,,
SLGN,Silgan,Holdings,Inc.,40.99,-0.46138902,-0.19,Neutral,1008112,4525628526.74322,13.3675169,3.0822,15500,Process,Industries,,,,,,,
SLM,SLM,Corporation,17.95,0.16741071,0.03,Neutral,9766166,5489239583.29501,4.73559799,3.8173,1600,Finance,,,,,,,,,
SLNO,"Soleno Therapeutics, Inc.",0.9201,3.38202247,0.0301,Sell,2369463,73386460.8858468,,-0.3933,31,Health,Technology,,,,,,,,,
SLP,"Simulations Plus, Inc.",44.29,-1.22658341,-0.55,Sell,325488,891686392.693859,76.61516854,0.5929,137,Technology,Services,,,,,,,,,
SLQT,"SelectQuote, Inc.",14.255,9.56956188,1.245,Sell,13281518,2329122553.05085,17.7682295,0.8051,3300,Finance,,,,,,,,,,
SLRX,"Salarius Pharmaceuticals, Inc.",1,-5.66037736,-0.06,Sell,2009365,44778792.2330097,,-0.3099,9,Commercial,Services,,,,,,,,,
SLS,"SELLAS Life Sciences Group, Inc.",10.24,6.33437175,0.61,Buy,742318,162549162.921393,,-1.2769,7,Health,Technology,,,,,,,,,
SM,SM,Energy,Company,22.815,15.05295008,2.985,Strong,Buy,10610312,2765653878.08471,,-6.3753,503,Energy,Minerals,,,,,,
SMAR,Smartsheet,Inc.,74.4,2.07161476,1.51,Buy,3660828,9371944681.49938,,-1.149,1915,Technology,Services,,,,,,,,
SMCI,"Super Micro Computer, Inc.",36.405,-0.50560262,-0.185,Buy,400201,1841745828.77264,17.40625746,2.1899,4155,Electronic,Technology,,,,,,,,,
SMED,Sharps,Compliance,Corp.,8.7778,-0.02505695,-0.0022,Sell,393356,169529070.494677,11.62448105,0.7705,192,Industrial,Services,,,,,,,
SMG,Scotts,Miracle-Gro,Company,(The),143.44,-5.39506661,-8.18,Sell,2172189,8004132862.30075,14.76429064,10.1219,5932,Process,Industries,,,,,,
SMMT,Summit,Therapeutics,Inc.,6.43,-1.07692308,-0.07,Neutral,301482,626165181.677019,,-0.9078,81,Health,Technology,,,,,,,
SMP,"Standard Motor Products, Inc.",40.95,-3.14569536,-1.33,Strong,Sell,540988,909934785.054322,10.96347274,3.8544,4300,Consumer,Durables,,,,,,,,
SMPL,The,Simply,Good,Foods,Company,34.995,-0.49758317,-0.175,Buy,932605,3351821397.3824,38.3897188,1.1652,300,Consumer,Non-Durables,,,,,
SMSI,"Smith Micro Software, Inc.",4.72,1.07066381,0.05,Sell,1136674,252737445.243697,,-0.1546,255,Technology,Services,,,,,,,,,
SMTC,Semtech,Corporation,78.773,6.26332119,4.643,Buy,1526438,5072724799.0403,55.57171952,1.3944,1394,Electronic,Technology,,,,,,,,
SNA,Snap-On,Incorporated,220,0.62202708,1.36,Sell,886232,11873512561.76,15.35616267,14.57,12300,Consumer,Durables,,,,,,,,
SNAP,Snap,Inc.,72.5,-2.68456376,-2,Buy,51946664,114630135397.277,,-0.5016,3863,Technology,Services,,,,,,,,
SNBR,Sleep,Number,Corporation,94.15,2.97495352,2.72,Neutral,1048334,2224011253.03221,12.50746026,7.6493,4679,Consumer,Durables,,,,,,,
SNCR,"Synchronoss Technologies, Inc.",2.295,-5.55555556,-0.135,Sell,3954858,202220548.071429,,-1.6898,1598,Technology,Services,,,,,,,,,
SNCY,"Sun Country Airlines Holdings, Inc.",33.33,10.76769691,3.24,Neutral,1099499,1905091882.1891,,,1699,Transportation,,,,,,,,,,
SND,"Smart Sand, Inc.",2.285,-1.50862069,-0.035,Sell,219315,98930985.025641,25.77092511,0.0908,228,Non-Energy,Minerals,,,,,,,,,
SNDL,Sundial,Growers,Inc.,0.718701,-0.45692521,-0.003299,Sell,220861833,1480524031.44104,,-0.5874,394,Process,Industries,,,,,,,
SNDR,"Schneider National, Inc.",22.67,1.65919283,0.37,Sell,1721666,4027420289.43465,14.33962264,1.5933,15225,Transportation,,,,,,,,,,
SNDX,"Syndax Pharmaceuticals, Inc.",19.35,5.73770492,1.05,Buy,2013605,940944268.892046,,-1.8886,43,Health,Technology,,,,,,,,,
SNES,"SenesTech, Inc.",1.59,-6.47058824,-0.11,Strong,Sell,274248,19383869,,-1.3386,29,Health,Technology,,,,,,,,
SNGX,"Soligenix, Inc.",1.0485,-9.61206897,-0.1115,Sell,16664028,42048797.1259091,,-0.3528,18,Health,Technology,,,,,,,,,
SNMP,Evolve,Transition,Infrastructure,LP,1.1002,14.01036269,0.1352,Buy,33400368,86611610.2688679,,-4.1002,13,Energy,Minerals,,,,,,
SNOA,"Sonoma Pharmaceuticals, Inc.",5.28,-5.2064632,-0.29,Strong,Sell,676987,14229984.7286528,,-2.5248,198,Health,Technology,,,,,,,,
SNOW,Snowflake,Inc.,322.375,1.20393043,3.835,Buy,15392036,97002631513.661,,-2.6222,2495,Technology,Services,,,,,,,,
SNPS,"Synopsys, Inc.",335.62,0.9413817,3.13,Buy,2023153,51182971249.8878,70.08445418,4.9355,15036,Technology,Services,,,,,,,,,
SNPX,"Synaptogenix, Inc.",6.74,-0.5899705,-0.04,Sell,322502,40701497.8105263,,-9.5186,,Health,Technology,,,,,,,,,
SNR,New,Senior,Investment,Group,Inc.,9.07,3.65714286,0.32,Buy,4546552,749843563,,-0.351,17,Finance,,,,,,
SNRH,Senior,Connect,Acquisition,Corp.,I,9.75,0.20554985,0.02,Buy,270209,504562503.00308,,,,Finance,,,,,,
SNSE,"Sensei Biotherapeutics, Inc.",11.125,1.13636364,0.125,Buy,429524,340296982.441589,,,,Health,Technology,,,,,,,,,
SNV,Synovus,Financial,Corp.,40.62,0.91925466,0.37,Neutral,4580334,5948616606.36686,10.27383211,3.9328,5247,Finance,,,,,,,,
SNX,Synnex,Corporation,119.81,1.18233257,1.4,Neutral,660040,11499968230.1929,11.63283111,10.2817,280000,Distribution,Services,,,,,,,,
SO,Southern,Company,(The),65.55,-0.99682827,-0.66,Buy,11358102,69406041809.4774,22.38309993,2.9696,27700,Utilities,,,,,,,,
SOFI,"SoFi Technologies, Inc.",15.461,1.11837802,0.171,Sell,92103600,12286745384.8028,,-1.6349,2182,Finance,,,,,,,,,,
SOGO,Sogou,Inc.,8.745,-0.39863326,-0.035,Buy,1896614,3389699285,578.80794702,0.0162,2789,Technology,Services,,,,,,,,
SOHO,Sotherly,Hotels,Inc.,2.69,8.46774194,0.21,Sell,439651,43299506,,-2.6562,10,Finance,,,,,,,,
SOHU,Sohu.com,Limited,21.225,-6.98948291,-1.595,Buy,737595,859984515,8.36995987,2.6245,7600,Technology,Services,,,,,,,,
SOI,"Solaris Oilfield Infrastructure, Inc.",7.43,1.78082192,0.13,Sell,911007,339413671.614267,,-0.2563,125,Industrial,Services,,,,,,,,,
SOL,Renesola,Ltd.,American,Depsitary,Shares,(Each,representing,10,shares),6.865,-3.58146067,-0.255,Sell,3184642,492578755,36.09854198,0.2007,147,Electronic,Technology,
SOLO,Electrameccanica,Vehicles,Corp.,Ltd.,3.375,1.35135135,0.045,Sell,6281529,381510071.95946,,,119,Consumer,Durables,,,,,,
SOLY,"Soliton, Inc.",21.23,0.23607177,0.05,Buy,281472,458494642.64356,,-0.9985,14,Health,Technology,,,,,,,,,
SON,Sonoco,Products,Company,61.6,-2.02004136,-1.27,Sell,1153959,6056813277.12221,,-1.9119,20000,Process,Industries,,,,,,,
SONM,"Sonim Technologies, Inc.",3.4299,460.44117647,2.8179,Strong,Buy,82399470,31586284,,-4.3513,,Electronic,Technology,,,,,,,,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",0.60815,-3.46825397,-0.02185,Sell,72036573,35364149.5658564,,-5.672,9,Health,Technology,,,,,,,,,
SONO,"Sonos, Inc.",36.5885,-1.00514069,-0.3715,Buy,7047285,4601782293.34466,26.1017913,1.5937,1427,Electronic,Technology,,,,,,,,,
SOS,SOS,Limited,2.59,-7.5,-0.21,Strong,Sell,30401417,497749921,35.41944075,0.0119,125,Technology,Services,,,,,,,
SPAQ,Spartan,Acquisition,Corp.,III,9.89,0.10121457,0.01,Buy,46876,682410015.015182,,,,Finance,,,,,,,
SPB,"Spectrum Brands Holdings, Inc.",94.89,2.77266327,2.56,Strong,Buy,2255952,4035303388.7418,21.52648541,4.4293,12100,Consumer,Durables,,,,,,,,
SPCB,"SuperCom, Ltd.",1.03,-7.20720721,-0.08,Strong,Sell,824679,20598706.1238095,,-0.4525,94,Electronic,Technology,,,,,,,,
SPCE,"Virgin Galactic Holdings, Inc.",24.755,-1.60969793,-0.405,Sell,45353917,6368491898.10644,,-1.5987,823,Electronic,Technology,,,,,,,,,
SPFR,Jaws,Spitfire,Acquisition,Corporation,9.995,0.05005005,0.005,Buy,1292783,431034375,,,,Finance,,,,,,,
SPG,"Simon Property Group, Inc.",133.4617,4.34847537,5.5617,Buy,5498783,43097349664,28.4015852,4.6177,3300,Finance,,,,,,,,,,
SPGI,S&P,Global,Inc.,453.955,0.82511549,3.715,Buy,3683182,109403153523.128,44.3854362,10.2308,23000,Commercial,Services,,,,,,,
SPGS,"Simon Property Group Acquisition Holdings, Inc.",9.7499,0.2045221,0.0199,Sell,2664775,420464457.458854,,,2,Finance,,,,,,,,,,
SPH,"Suburban Propane Partners, L.P.",15.27,0.46052632,0.07,Sell,886465,954951973.084813,9.83256836,1.5599,3169,Utilities,,,,,,,,,,
SPI,"SPI Energy Co., Ltd.",5.4893,0.90625,0.0493,Sell,1058204,130991518.929331,,,,Electronic,Technology,,,,,,,,,
SPIR,"Spire Global, Inc.",12.715,28.17540323,2.795,Strong,Buy,3884300,1853861696.50768,,-0.6509,300,Finance,,,,,,,,,
SPLK,Splunk,Inc.,152.57,-0.8319792,-1.28,Buy,4651933,24647040238.6067,,-7.3444,6500,Technology,Services,,,,,,,,
SPNE,SeaSpine,Holdings,Corporation,16.04,-0.92649784,-0.15,Sell,376069,583830215.876652,,-1.2243,421,Health,Technology,,,,,,,
SPNS,Sapiens,International,Corporation,N.V.,28.09,-0.88214538,-0.25,Buy,351223,1535952731.22309,40.46424989,0.7092,3438,Technology,Services,,,,,,
SPNT,SiriusPoint,Ltd.,9.34,5.41760722,0.48,Sell,3232849,1514217441.90403,2.55403298,3.6305,43,Finance,,,,,,,,,
SPOK,"Spok Holdings, Inc.",10.07,0.7,0.07,Neutral,535285,196035724.06487,,-2.4319,602,Communications,,,,,,,,,,
SPOT,Spotify,Technology,S.A.,240.7,-2.8495318,-7.06,Neutral,3278709,45139843422.1044,,-1.3908,,Technology,Services,,,,,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",2.32,4.97737557,0.11,Sell,9012371,380646874.431718,,-1.2182,176,Health,Technology,,,,,,,,,
SPR,"Spirit Aerosystems Holdings, Inc.",39.06,2.41216571,0.92,Sell,4142282,4118085555.35028,,-7.2887,14500,Electronic,Technology,,,,,,,,,
SPRO,"Spero Therapeutics, Inc.",18.9662,3.52729258,0.6462,Buy,455252,609703548.087242,,-2.8285,89,Health,Technology,,,,,,,,,
SPSC,"SPS Commerce, Inc.",148.38,7.18000578,9.94,Strong,Buy,768231,5316699473.11675,118.68478525,1.2715,1572,Technology,Services,,,,,,,,
SPT,"Sprout Social, Inc",133.31,3.9454191,5.06,Buy,1485528,7178600239.25356,,-0.4659,598,Technology,Services,,,,,,,,,
SPTN,SpartanNash,Company,20.857,-0.68095238,-0.143,Buy,785686,749564103.601096,11.04562438,1.9053,18000,Distribution,Services,,,,,,,,
SPWH,"Sportsman's Warehouse Holdings, Inc.",17.695,0.08484163,0.015,Buy,1555018,776319709.875921,8.92450827,2.02,7000,Retail,Trade,,,,,,,,,
SPWR,SunPower,Corporation,21.8015,2.54703669,0.5415,Neutral,9859910,3768504602.8242,9.0749341,2.8379,2200,Producer,Manufacturing,,,,,,,,
SPXC,SPX,Corporation,55.02,-5.28490274,-3.07,Sell,575011,2493359111.26489,19.37545089,2.9908,4500,Producer,Manufacturing,,,,,,,,
SQ,"Square, Inc.",254.275,2.57160145,6.375,Buy,21130717,116889697466.745,220.50872995,1.265,5477,Technology,Services,,,,,,,,,
SQFT,"Presidio Property Trust, Inc.",3.771,-1.796875,-0.069,Sell,503840,39627039.0806723,,-0.7011,22,Finance,,,,,,,,,,
SQNS,Sequans,Communications,S.A.,4.7918,-1.2,-0.0582,Sell,251016,177875656,,,36,Electronic,Technology,,,,,,,
SQZ,SQZ,Biotechnologies,Company,15.09,9.74545455,1.34,Buy,237490,423235153.197461,,-2.4792,98,Health,Technology,,,,,,,
SR,Spire,Inc.,63.29,-0.1892446,-0.12,Sell,1631675,3271088055.05936,12.98709461,4.7833,3583,Utilities,,,,,,,,,
SRAX,"SRAX, Inc.",5.81,5.63636364,0.31,Buy,913698,144936043.960289,,-1.2562,153,Technology,Services,,,,,,,,,
SRC,"Spirit Realty Capital, Inc.",50.57,2.26491405,1.12,Buy,2703663,5964718035,47.70432463,1.0538,82,Finance,,,,,,,,,,
SRCL,"Stericycle, Inc.",67.51,-4.79481032,-3.4,Sell,1051926,6201078438.75862,284.38401319,0.2467,15000,Industrial,Services,,,,,,,,,
SRE,DBA,Sempra,135.72,2.43791984,3.23,Strong,Buy,5165276,43339145115.1483,19.79533053,6.9616,14706,Utilities,,,,,,,,
SREV,"ServiceSource International, Inc.",1.38,-4.16666667,-0.06,Sell,277373,135068521.40146,,-0.2183,2800,Technology,Services,,,,,,,,,
SRG,Seritage,Growth,Properties,15.26,3.73895309,0.55,Sell,619042,720187925,,-4.2058,61,Finance,,,,,,,,
SRGA,"Surgalign Holdings, Inc.",1.45,2.83687943,0.04,Sell,9312489,202145629.964286,,-2.7673,197,Health,Technology,,,,,,,,,
SRI,"Stoneridge, Inc.",20.085,-0.76581028,-0.155,Sell,390312,545579936.518314,18.026411,1.116,4800,Producer,Manufacturing,,,,,,,,,
SRNE,"Sorrento Therapeutics, Inc.",8.015,1.19949495,0.095,Sell,12865804,2389267897.28778,,-1.167,502,Health,Technology,,,,,,,,,
SRNG,Soaring,Eagle,Acquisition,Corp.,10.9047,11.15902141,1.0947,Strong,Buy,25291331,2351325964.4119,,,,Finance,,,,,,
SRPT,"Sarepta Therapeutics, Inc.",85.03,5.66670809,4.56,Buy,2451017,6789191507.5812,,-8.0282,866,Health,Technology,,,,,,,,,
SRRK,Scholar,Rock,Holding,Corporation,39.045,3.65011946,1.375,Buy,949783,1345514079.21766,,-3.1855,119,Health,Technology,,,,,,
SRZN,"Surrozen, Inc.",11.51,18.65979381,1.81,Strong,Buy,485348,419433120.685563,,-0.3568,,Finance,,,,,,,,,
SSB,SouthState,Corporation,65.26,-1.89416717,-1.26,Sell,1454945,4571296658.78501,11.00186953,6.0244,5184,Finance,,,,,,,,,
SSD,"Simpson Manufacturing Company, Inc.",107.43,-0.70246788,-0.76,Sell,368713,4666722063.35924,21.43169529,5.0541,3562,Producer,Manufacturing,,,,,,,,,
SSNC,"SS&C Technologies Holdings, Inc.",71.175,-0.95324242,-0.685,Sell,4025128,18167913830.4987,26.49471145,2.8116,24600,Technology,Services,,,,,,,,,
SSP,E.W.,Scripps,Company,(The),17.21,5.71253071,0.93,Neutral,1261470,1419262448.75809,13.56812011,1.2642,5400,Consumer,Services,,,,,,
SSRM,SSR,Mining,Inc.,15.035,-2.37012987,-0.365,Strong,Sell,4962073,3252052737.25334,14.48871785,1.12654446,4230,Non-Energy,Minerals,,,,,,
SSSS,SuRo,Capital,Corp.,12.66,-0.54988217,-0.07,Sell,521074,336196707,1.3812215,10.5471,7,Finance,,,,,,,,
SSTK,"Shutterstock, Inc.",117.42,5.71711533,6.35,Strong,Buy,989332,4300253160.29308,39.75716602,2.9598,967,Technology,Services,,,,,,,,
SSY,"SunLink Health Systems, Inc.",2.42,-5.09803922,-0.13,Neutral,608946,16746528.4691358,11.01541251,0.221,,Health,Services,,,,,,,,,
SSYS,"Stratasys, Ltd.",23.16,-1.15236876,-0.27,Buy,2610020,1514571466.20106,,-7.7864,1981,Electronic,Technology,,,,,,,,,
ST,Sensata,Technologies,Holding,plc,57.21,0.77505725,0.44,Neutral,4073340,9060587748.14455,25.00543691,2.3149,19200,Electronic,Technology,,,,,,
STAA,STAAR,Surgical,Company,143,-2.81364687,-4.14,Buy,1531781,6777582281.03242,335.74970484,0.4457,575,Health,Technology,,,,,,,
STAB,"Statera Biopharma, Inc.",3.31,-12.43386243,-0.47,Sell,575782,84901163.9076923,,-0.1905,6,Health,Technology,,,,,,,,,
STAF,"Staffing 360 Solutions, Inc.",2.1201,-0.46478873,-0.0099,Sell,1499709,27089320.3797209,,-0.069,200,Commercial,Services,,,,,,,,,
STAG,"Stag Industrial, Inc.",41.52,-0.2402691,-0.1,Buy,2048081,6876136853,37.3381295,1.118,78,Finance,,,,,,,,,,
STAR,iStar,Inc.,26.28,1.62412993,0.42,Buy,1753592,1887618851,,-0.559,143,Finance,,,,,,,,,
STBA,"S&T Bancorp, Inc.",27.67,-0.57491915,-0.16,Sell,451643,1088662036.60977,10.79937912,2.577,1174,Finance,,,,,,,,,,
STC,Stewart,Information,Services,Corporation,60.315,-2.19717853,-1.355,Buy,381103,1621530869.21299,6.13976806,10.0226,5800,Finance,,,,,,,
STCN,"Steel Connect, Inc. Common Stock",1.99,2.31362468,0.045,Buy,285387,125561823.129353,,-0.5766,3481,Transportation,,,,,,,,,,
STE,STERIS,plc,(Ireland),215.62,2.81817748,5.91,Buy,1709586,21510022025.5105,64.07535472,3.3839,13000,Health,Technology,,,,,,,
STEM,"Stem, Inc.",23.64,5.34759358,1.2,Sell,8924938,2972836672.85689,,-6.6058,,Producer,Manufacturing,,,,,,,,,
STEP,StepStone,Group,Inc.,46.15,-0.04331817,-0.02,Buy,817571,4375773724.38321,26.96818393,1.7274,,Finance,,,,,,,,
STFC,State,Auto,Financial,Corporation,51.17,0.33333333,0.17,Strong,Buy,261665,2263120831.86,23.15550511,2.2281,2025,Finance,,,,,,
STGW,Stagwell,Inc.,8.15,-1.21212121,-0.1,Buy,2708307,2107391436.18293,,-3.1947,4866,Commercial,Services,,,,,,,,
STIM,"Neuronetics, Inc.",6.5,-4.97076023,-0.34,Sell,1670426,171069253.664122,,-0.9771,126,Health,Technology,,,,,,,,,
STKS,"The ONE Group Hospitality, Inc.",10.54,3.74015748,0.38,Buy,372465,335865265.482824,46.68151448,0.2609,3000,Consumer,Services,,,,,,,,,
STL,Sterling,Bancorp,22.565,1.41573034,0.315,Neutral,4064463,4348162048.86126,12.42290749,1.8217,1460,Finance,,,,,,,,,
STLD,"Steel Dynamics, Inc.",63.75,-3.11550152,-2.05,Buy,7885239,13012260773.1204,9.69126237,6.758,9625,Non-Energy,Minerals,,,,,,,,,
STMP,Stamps.com,Inc.,328.75,0.05173778,0.17,Buy,1177043,6106746576,54.87764164,6.5903,1482,Commercial,Services,,,,,,,,
STNE,StoneCo,Ltd.,41,-5.46460687,-2.37,Sell,12096663,12665969027.8159,,0.7661298,7239,Technology,Services,,,,,,,,
STNG,Scorpio,Tankers,Inc.,16.46,2.23602484,0.36,Sell,1889612,960762171.85845,,-3.8712,25,Transportation,,,,,,,,
STOK,"Stoke Therapeutics, Inc.",23.75,-2.58408532,-0.63,Strong,Sell,264458,872790868.882207,,-1.888,79,Health,Technology,,,,,,,,
STON,StoneMor,Inc.,1.99,-20.4,-0.51,Sell,3412693,234843406.984293,,-0.4607,1656,Consumer,Services,,,,,,,,
STOR,STORE,Capital,Corporation,34.89,2.37676056,0.81,Buy,3646631,9405842090,40.48175865,0.8559,106,Finance,,,,,,,,
STPC,Star,Peak,Corp,II,9.985,0.0501002,0.005,Buy,464148,502370312.5,,,,Finance,,,,,,,
STRA,"Strategic Education, Inc.",71.8,-4.83764082,-3.65,Strong,Sell,972230,1767186422.06569,36.8491528,1.9561,3679,Consumer,Services,,,,,,,,
STRL,Sterling,Construction,Company,Inc,22.71,3.93592677,0.86,Buy,549617,653239088.383634,12.66436372,1.8239,2600,Industrial,Services,,,,,,
STRM,"Streamline Health Solutions, Inc.",1.84,2.22222222,0.04,Buy,222594,87816318.4,,-0.1323,67,Technology,Services,,,,,,,,,
STRO,"Sutro Biopharma, Inc.",20.055,0.88028169,0.175,Buy,962877,925484947.241121,,-1.8101,191,Health,Technology,,,,,,,,,
STRR,"Star Equity Holdings, Inc.",2.64,-4.34782609,-0.12,Sell,642515,13394446.3048327,,-1.1729,636,Health,Technology,,,,,,,,,
STSA,"Satsuma Pharmaceuticals, Inc.",4.835,-1.52749491,-0.075,Sell,159610,152444726.793279,,-2.2585,19,Health,Technology,,,,,,,,,
STT,State,Street,Corporation,87.489,-0.08108725,-0.071,Buy,12732038,31988322486.2492,13.9886398,6.3761,39439,Finance,,,,,,,,
STTK,"Shattuck Labs, Inc.",20,-0.1996008,-0.04,Sell,528355,842455501.501502,,-1.4169,59,Health,Technology,,,,,,,,,
STWD,Starwood,Property,Trust,Inc.,24.925,1.81781046,0.445,Neutral,6038741,7172359053,15.03050807,1.6892,282,Finance,,,,,,,
STX,Seagate,Technology,Holdings,PLC,85.65,2.06148713,1.73,Neutral,6792764,19354540667.9395,15.52434939,5.5183,40000,Electronic,Technology,,,,,,
STXS,"Stereotaxis, Inc.",5.76,-1.36986301,-0.08,Sell,1608402,429163640.82662,,-0.0913,120,Health,Technology,,,,,,,,,
STZ,"Constellation Brands, Inc.",215.775,0.871862,1.865,Sell,4048298,41449787142.5626,41.0536798,6.6331,9300,Consumer,Non-Durables,,,,,,,,,
SUI,"Sun Communities, Inc.",198.36,-0.68095333,-1.36,Buy,1919458,22844530103,98.71782029,,4872,Finance,,,,,,,,,,
SUM,"Summit Materials, Inc.",31.325,-1.98685857,-0.635,Neutral,1868408,3697021266.21888,22.97610427,1.3896,6000,Non-Energy,Minerals,,,,,,,,,
SUMO,"Sumo Logic, Inc.",18.59,2.08676551,0.38,Strong,Sell,6121256,2051766028.95578,,-0.8162,759,Technology,Services,,,,,,,,
SUN,Sunoco,LP,37.41,1.27233351,0.47,Strong,Buy,819369,3732130215.74536,7.3442869,5.1164,2282,Distribution,Services,,,,,,,
SUNL,"Sunlight Financial Holdings, Inc.",6.4552,20.65794393,1.1052,Sell,12518209,854882180.077887,,-0.5406,,Finance,,,,,,,,,,
SUNW,"Sunworks, Inc.",6.6,-2.51107829,-0.17,Sell,4065273,178515112.905109,,-0.7064,122,Producer,Manufacturing,,,,,,,,,
SUP,"Superior Industries International, Inc.",7.22,0.69735007,0.05,Neutral,434961,188495883,,-1.1125,7600,Producer,Manufacturing,,,,,,,,,
SUPN,"Supernus Pharmaceuticals, Inc.",27.259,2.51598345,0.669,Neutral,850064,1448703600.64732,14.5606469,1.8985,563,Health,Technology,,,,,,,,,
SURF,"Surface Oncology, Inc.",5.991,-1.94762684,-0.119,Sell,1385700,272305628.955201,16.87429219,0.4526,51,Health,Technology,,,,,,,,,
SV,Spring,Valley,Acquisition,Corp.,9.57,4.93421053,0.45,Sell,174160,275137504.211221,,-0.3016,,Finance,,,,,,,
SVC,Service,Properties,Trust,-,Shares,of,Beneficial,Interest,10.92,3.01886792,0.32,Sell,3441942,1783760887,,-3.1991,,Finance,,,
SVFA,SVF,Investment,Corp.,9.77,0.30800821,0.03,Neutral,712772,737329667.52045,,,,Finance,,,,,,,,
SVFC,SVF,Investment,Corp.,3,9.79,-0.50813008,-0.05,Sell,241423,401781616.982653,,,,Finance,,,,,,,
SVOK,Seven,Oaks,Acquisition,Corp.,9.8812,0.01214575,0.0012,Buy,362192,319595073.989767,,,,Finance,,,,,,,
SVRA,"Savara, Inc.",1.29,-11.03448276,-0.16,Strong,Sell,1392803,146863630,,-0.6417,27,Health,Technology,,,,,,,,
SWAV,"ShockWave Medical, Inc.",230.805,6.07334896,13.215,Buy,925817,8112874238.31122,,-1.5307,449,Health,Technology,,,,,,,,,
SWBI,"Smith & Wesson Brands, Inc.",20.86,-1.5108593,-0.32,Neutral,3613492,1002404825.54789,3.93220339,5.3728,2240,Electronic,Technology,,,,,,,,,
SWBK,Switchback,II,Corporation,9.95,-0.10040161,-0.01,Buy,262893,393335930,,,2,Finance,,,,,,,,
SWCH,"Switch, Inc.",26.82,2.95585413,0.77,Buy,5213367,6482741419.96822,119.21515562,0.2294,759,Technology,Services,,,,,,,,,
SWI,SolarWinds,Corporation,17.76,5.40059347,0.91,Sell,1686273,2806506720,22.00708681,0.8068,3340,Technology,Services,,,,,,,,
SWIM,"Latham Group, Inc.",17.785,-2.28021978,-0.415,Sell,1466164,2141478843.10419,,,2175,Producer,Manufacturing,,,,,,,,,
SWIR,"Sierra Wireless, Inc.",15.31,-3.77121307,-0.6,Sell,775296,569410778.912467,,-1.42574497,1051,Electronic,Technology,,,,,,,,,
SWK,"Stanley Black & Decker, Inc.",188.16,0.93337625,1.74,Neutral,3600099,30662943569.7309,16.71060801,11.2863,53100,Consumer,Durables,,,,,,,,,
SWKS,"Skyworks Solutions, Inc.",178.41,0.609034,1.08,Neutral,4592390,29463510035.4586,20.83249856,8.5769,10000,Electronic,Technology,,,,,,,,,
SWM,"Schweitzer-Mauduit International, Inc.",34.225,-2.27013135,-0.795,Strong,Sell,363032,1076633583.45878,17.44337543,2.017,3600,Process,Industries,,,,,,,,
SWN,Southwestern,Energy,Company,5.125,2.09163347,0.105,Buy,77134288,5201773762.19796,,-1.9618,900,Energy,Minerals,,,,,,,
